_id,Center,test_date,physics,chemistry,resultstatus,pp_totalmarks,Full_name,maths_new,new_total,name,Phone,Password
1710,Brooklyn,2024-07-14,31,25,Present,144,Sharonda Reichel,28,84,Ian,8972581171,Ian1171
1711,Manhattan,2024-07-14,,,Absent,180,Daron Hoopes,0,0,Niki,3795985286,Nik5286
1712,Manhattan,2024-07-14,33,21,Present,144,Maryrose Troester,20,74,Victoria,3164271223,Vic1223
1713,Brooklyn,2024-07-14,20,42,Present,720,Letitia Sturdivant,229,291,Stephane & Hana,5121234538,Ste4538
1714,Queens,2024-07-14,7,2,Present,360,Niki Wu,31,40,William,8839214439,Wil4439
1715,Manhattan,2024-07-14,,,Absent,144,Maia Valenzuela,0,0,Frank,6145670730,Fra0730
1716,Manhattan,2024-07-21,,,Absent,720,Buddy Saliba,0,0,Tauheed,7454461915,Tau1915
1717,Bronx,2024-07-14,63,119,Present,720,Paris Hagood,301,483,Enrique,3972596476,Enr6476
1718,Brooklyn,2024-06-23,33,7,Present,720,Domingo Finnell,273,313,Santiago,9808809161,San9161
1719,Brooklyn,2024-08-07,,,Absent,180,Maggie Morgenstern,0,0,Hannah,2499079915,Han9915
1720,Manhattan,2024-08-07,,,Absent,180,Thomasena Shanahan,0,0,Santina,2028187893,San7893
1721,Queens,2024-08-25,,,Absent,300,Mellissa Pullum,0,0,Weiwei,1616259127,Wei9127
1722,Manhattan,2024-08-07,,,Absent,180,Georgianne Malatesta,0,0,Charles,6159953006,Cha3006
1723,Manhattan,2024-07-28,11,8,Present,300,Tammera Kirkham,36,55,Michelle,3737203178,Mic3178
1724,Manhattan,2024-06-23,,,Absent,720,Renata Corum,0,0,Marie,1507277855,Mar7855
1725,Queens,2024-07-21,41,65,Present,300,Else Bernett,26,132,Karl & Catherine,3281975794,Kar5794
1726,Brooklyn,2024-07-14,,,Absent,360,Emiko Bramblett,0,0,Sean,7394204826,Sea4826
1727,Brooklyn,2024-07-21,,,Absent,300,Scottie Wetzler,0,0,Jennifer,228186252,Jen6252
1728,Brooklyn,2024-06-30,30,34,Present,300,Michell Liebel,21,85,Nataliya,4285519427,Nat9427
1729,Brooklyn,2024-07-21,37,36,Present,300,Tandy Beaulieu,24,97,Aziza,9874344532,Azi4532
1730,Manhattan,2024-07-21,,,Absent,300,Ai Gaston,0,0,Keenan & Emily,6880049186,Kee9186
1731,Manhattan,2024-07-14,47,12,Present,360,Marcus Flick,133,192,Daniel,1557964499,Dan4499
1732,Manhattan,2024-08-11,53,99,Present,720,Parker Rodas,187,339,Vance,4754009284,Van9284
1733,Manhattan,2024-07-28,10,15,Present,100,Cherrie Tallmadge,46,71,Eddie,1686441240,Edd1240
1734,Brooklyn,2024-07-21,,,Absent,300,Kathlene Cheeks,0,0,Peter,519409059,Pet9059
1735,Bronx,2024-06-30,15,32,Present,300,Cristi Cimini,8,55,Libertad,1327019283,Lib9283
1736,Brooklyn,2024-08-11,57,40,Present,720,Edgardo Badgett,167,264,Joseph,4116553202,Jos3202
1737,Manhattan,2024-05-19,50,50,Present,300,Shanika Wess,50,150,Adela,4449019889,Ade9889
1738,Manhattan,2024-06-23,37,38,Present,720,Ozella Taul,311,386,Evelyn,5706020970,Eve0970
1739,Manhattan,2024-08-11,,,Absent,300,Emilio Right,0,0,Jennifer,3818448909,Jen8909
1740,Queens,2024-06-30,2,15,Present,300,Vannessa Turcios,31,48,Massi & Ray,3018063447,Mas3447
1741,Brooklyn,2024-07-28,61,21,Present,300,Nadine Glasgow,8,90,Anthony,7739021536,Ant1536
1742,Brooklyn,2024-06-23,57,48,Present,720,Milford Watchman,306,411,Aswad,5436814039,Asw4039
1743,Manhattan,2024-08-11,12,20,Present,300,Kimber Troyer,10,42,Nathalie,9896545780,Nat5780
1744,Brooklyn,2024-08-11,17,3,Present,300,Lorretta Hodges,15,35,Pam,1911438905,Pam8905
1745,Manhattan,2024-07-28,155,148,Present,720,Mellie Cockrum,352,655,Mark,4609760879,Mar0879
1746,Manhattan,2024-06-30,25,5,Present,720,Marjorie Swan,115,145,Christian & Carla,6733006321,Chr6321
1747,Manhattan,2024-06-30,113,56,Present,720,Nancie Bumbalough,265,434,Wiebke,9233701309,Wie1309
1748,Brooklyn,2024-08-07,,,Absent,180,Ardelia Canup,0,0,Gina,6081645655,Gin5655
1749,Manhattan,2024-06-23,116,32,Present,720,Elisabeth Whitby,278,426,Lauren,9352874997,Lau4997
1750,Manhattan,2024-06-23,65,30,Present,720,Elaina Eisenman,330,425,Alison,7466405704,Ali5704
1751,Brooklyn,2024-06-23,29,24,Present,720,Tama Pulver,296,349,Mariana,5373045303,Mar5303
1752,Manhattan,2024-07-14,151,147,Present,720,Adria Fulop,337,635,Dawn,3606131798,Daw1798
1753,Brooklyn,2024-06-16,46,28,Present,300,Manie Creighton,48,122,Rita,5181167749,Rit7749
1754,Manhattan,2024-06-16,,,Absent,300,Kecia Hanneman,0,0,Luis,8858065704,Lui5704
1755,Manhattan,2024-07-21,,,Absent,180,Karan Weisman,0,0,Carl,459345244,Car5244
1756,Manhattan,2024-06-23,85,52,Present,720,Shonda Perla,221,358,Kiersten,3984608867,Kie8867
1757,Manhattan,2024-06-23,97,66,Present,720,Otelia Kaspar,337,500,Adam,5621538697,Ada8697
1758,Manhattan,2024-06-16,,,Absent,300,Micheal Hudnall,0,0,Tessa,7629020666,Tes0666
1759,Manhattan,2024-06-16,,,Absent,300,Brittany Aumick,0,0,Michelle,2186021586,Mic1586
1760,Bronx,2024-08-04,,,Present,75,Royal Furlong,59,59,Claudia,9970461327,Cla1327
1761,Manhattan,2024-06-16,,,Absent,300,Aurelio Wideman,0,0,Meredith,5938541660,Mer1660
1762,Manhattan,2024-07-21,-5,2,Present,180,Gayla Halliwell,8,5,Martin,9930756337,Mar6337
1763,Brooklyn,2024-06-23,70,101,Present,720,Tonette Myers,302,473,Jennifer,2147627957,Jen7957
1764,Manhattan,2024-06-23,125,89,Present,720,Carline Jetter,340,554,Cruz,5757115560,Cru5560
1765,Manhattan,2024-07-14,35,101,Present,720,Jamie Werth,179,315,Linna,5971828961,Lin8961
1766,Brooklyn,2024-07-14,,,Absent,180,Gino Davies,0,0,Hayley,8101704051,Hay4051
1767,Manhattan,2024-07-14,-5,38,Present,720,Karisa Greely,222,255,Amir,3733119402,Ami9402
1768,Brooklyn,2024-07-14,63,166,Present,720,Maragret Schuman,330,559,David,1210325133,Dav5133
1769,Brooklyn,2024-06-23,,,Absent,720,Scarlet Abel,0,0,David,495467955,Dav7955
1770,Manhattan,2024-06-30,-5,18,Present,300,Waneta Cimini,14,27,Jo,8133659960,Jo9960
1771,Manhattan,2024-06-23,,,Absent,720,Magaly Tootle,0,0,Greer,6827772069,Gre2069
1772,Manhattan,2024-07-14,,,Absent,180,Barbra Taube,0,0,Raquel,4511213705,Raq3705
1773,Brooklyn,2024-07-07,13,25,Present,300,Kermit Gagnier,32,70,Rachel,2443995978,Rac5978
1774,Manhattan,2024-07-07,,,Absent,300,Renna Mcentire,0,0,Stephanie,3579406368,Ste6368
1775,Queens,2024-07-14,66,109,Present,720,Omer Kleven,210,385,Brian,2957484941,Bri4941
1776,Manhattan,2024-07-14,,,Absent,180,Robby Simmers,0,0,Fran,4359892561,Fra2561
1777,Brooklyn,2024-06-30,,,Absent,300,Yukiko Funderburg,0,0,Alexandra,1261686430,Ale6430
1778,Manhattan,2024-06-30,,,Present,80,Monte Rounds,65,65,D,3636688005,D8005
1779,Brooklyn,2024-07-07,,,Absent,720,Clotilde Sisler,0,0,Mike,103451580,Mik1580
1780,Brooklyn,2024-07-07,36,21,Present,300,Evan Holladay,17,74,Doris,4655115895,Dor5895
1781,Brooklyn,2024-07-07,23,10,Present,300,Shayla Kenney,0,33,Suzanne,5048487263,Suz7263
1782,Manhattan,2024-05-19,34,25,Present,300,Paola Winton,15,74,Ms,7894289011,Ms9011
1783,Brooklyn,2024-07-14,109,41,Present,720,Von Treadwell,343,493,Fred,3156289004,Fre9004
1784,Manhattan,2024-07-14,,,Absent,180,Rachael Devaney,0,0,Alex,2704754461,Ale4461
1785,Manhattan,2024-07-14,81,155,Present,720,Cordelia Wymore,243,479,Martin,7979194154,Mar4154
1786,Brooklyn,2024-08-11,,,Absent,720,Ted Bayne,0,0,Sarah,6908524490,Sar4490
1787,Manhattan,2024-07-14,155,135,Present,720,Evette Dambrosia,346,636,Mike,1864318959,Mik8959
1788,Manhattan,2024-08-24,38,101,Present,720,Lincoln Rickman,313,452,Ted,8410905697,Ted5697
1789,Brooklyn,2024-05-26,,,Absent,360,Moshe Ring,0,0,Nora,8022354595,Nor4595
1790,Brooklyn,2024-06-23,141,116,Present,720,Carman Terhaar,261,518,Tommy,5773212247,Tom2247
1791,Brooklyn,2024-06-23,7,8,Present,75,Corinne Shifflett,19,34,Obed,6471431708,Obe1708
1792,Brooklyn,2024-07-07,,,Absent,720,Goldie Litz,0,0,Zoe,8430394211,Zoe4211
1793,Manhattan,2024-07-07,55,73,Present,720,May Chmiel,283,411,Stefan,4163825981,Ste5981
1794,Brooklyn,2024-07-07,,,Absent,300,Edwina Coddington,0,0,Lisel,882125673,Lis5673
1795,Manhattan,2024-06-30,3,24,Present,300,Caridad Yann,27,54,Michelle,3883666624,Mic6624
1796,Manhattan,2024-06-30,,,Absent,300,Sarah Braithwaite,0,0,Adam,4086332666,Ada2666
1797,Brooklyn,2024-07-14,,,Absent,180,Tobie Kistner,0,0,Arsenio,1005672434,Ars2434
1798,Manhattan,2024-07-14,-2,3,Present,180,Beverlee Wolken,12,13,Jenny,3875975156,Jen5156
1799,Brooklyn,2024-07-14,,,Absent,144,Carolyn Grasso,0,0,Sigfus,9865982689,Sig2689
1800,Manhattan,2024-07-14,8,18,Present,144,Rochel Boan,28,54,Michael,95987119,Mic7119
1801,Brooklyn,2024-08-25,,,Absent,300,Hortense Scotti,0,0,Karen,9326784935,Kar4935
1802,Manhattan,2024-08-11,,,Absent,720,Domingo Kelton,0,0,Tiffany,7894644428,Tif4428
1803,Brooklyn,2024-08-11,,,Absent,720,Clark Lone,0,0,Doug,3137540046,Dou0046
1804,Brooklyn,2024-08-25,5,-2,Present,180,Zada Lizaola,-2,1,Patrick,4619343086,Pat3086
1805,Brooklyn,2024-08-25,,,Absent,180,Tajuana Augusta,0,0,Leah & Reed,3829056839,Lea6839
1806,Queens,2024-08-11,,,Absent,720,Donya Benningfield,0,0,Timothy,7888081590,Tim1590
1807,Queens,2024-08-11,,,Absent,720,Harold Stebbins,0,0,Jacqueline & Tyas,9321420527,Jac0527
1808,Queens,2024-05-19,,,Absent,300,Eva Stoller,0,0,Jacqueline & Tyas,5676418172,Jac8172
1809,Brooklyn,2024-05-19,,,Absent,300,Oswaldo Crosier,0,0,Martina,1062003307,Mar3307
1810,Brooklyn,2024-08-07,,,Absent,180,Shery Mccready,0,0,Brandon,6842389364,Bra9364
1811,Manhattan,2024-08-25,,,Absent,300,Theron Lenhardt,0,0,Suzana,5690391397,Suz1397
1812,Manhattan,2024-08-07,,,Absent,180,Ashely Covert,0,0,Wendee,8911207194,Wen7194
1813,Queens,2024-08-07,,,Absent,180,Elden Magers,0,0,Renee,3693167226,Ren7226
1814,Manhattan,2024-08-07,,,Absent,180,Ethyl Devries,0,0,Karen,9133585415,Kar5415
1815,Brooklyn,2024-06-09,,,Absent,75,Virgilio Leonhardt,0,0,Julia,1476482143,Jul2143
1816,Manhattan,2024-07-07,8,24,Present,300,Twila Villalta,64,96,Jhon,47464654,Jho4654
1817,Brooklyn,2024-07-07,25,95,Present,720,Shandra Burson,308,428,Luka,9001834870,Luk4870
1818,Brooklyn,2024-07-07,,,Absent,300,Natalie Dupler,0,0,Said,1005221334,Sai1334
1819,Manhattan,2024-06-23,48,17,Present,720,Deloras Burkley,232,297,Justin,5097200601,Jus0601
1820,Manhattan,2024-07-14,78,135,Present,720,Dani Mcfarland,203,416,Connie & Michael,6172277596,Con7596
1821,Brooklyn,2024-07-07,100,120,Present,720,Laurinda Brenton,325,545,Darren,8682317465,Dar7465
1822,Manhattan,2024-07-07,,,Absent,300,Jovita Branum,0,0,Bryan,9019001220,Bry1220
1823,Brooklyn,2024-07-14,13,73,Present,720,Aleida Samms,173,259,Jo,48311369,Jo1369
1824,Brooklyn,2024-07-07,,,Absent,300,Francoise Dudgeon,0,0,Debbie,3407097305,Deb7305
1825,Brooklyn,2024-07-14,-2,1,Present,180,Dena Gregoire,1,0,Jesse,3278179850,Jes9850
1826,Brooklyn,2024-07-14,,,Absent,180,Catherine Freese,0,0,Angelina,67605141,Ang5141
1827,Manhattan,2024-07-14,92,96,Present,720,Shanell Satcher,292,480,Jason,7524864280,Jas4280
1828,Brooklyn,2024-07-14,-1,0,Present,180,Malik Propp,9,8,Obed,6269191508,Obe1508
1829,Brooklyn,2024-07-14,15,13,Present,144,Christiana Adcox,34,62,Valeria,1700463114,Val3114
1830,Manhattan,2024-07-21,165,166,Present,720,Debi Kanagy,346,677,Peter,2623998167,Pet8167
1831,Manhattan,2024-07-14,10,3,Present,144,Josefina Bowlin,4,17,Jefry,3268304752,Jef4752
1832,Manhattan,2024-07-14,,,Absent,144,Arthur Minjares,0,0,Alta,1503062278,Alt2278
1833,Brooklyn,2024-07-14,25,21,Present,144,Ambrose Furrow,17,63,Albert,9057882345,Alb2345
1834,Manhattan,2024-07-21,6,6,Present,720,Karine Hennessee,156,168,Marina,3207427218,Mar7218
1835,Manhattan,2024-07-14,,,Absent,360,Curt Morita,0,0,Jennifer,1611394687,Jen4687
1836,Queens,2024-07-14,37,53,Present,720,Tisha Soderquist,284,374,Alvaro,7978436704,Alv6704
1837,Brooklyn,2024-07-21,31,22,Present,720,Colby Primus,92,145,Elise,1224911179,Eli1179
1838,Manhattan,2024-07-21,14,30,Present,300,Jeromy Archibald,28,72,Tristan,563262157,Tri2157
1839,Brooklyn,2024-07-14,10,11,Present,144,Bruno Densmore,0,21,Ana,7732445581,Ana5581
1840,Manhattan,2024-07-14,16,4,Present,360,Kristyn Weinstock,63,83,Annie,1462538872,Ann8872
1841,Manhattan,2024-07-14,39,26,Present,144,Nana Farner,18,83,Melina,8693064149,Mel4149
1842,Manhattan,2024-06-23,11,35,Present,720,Boyd Brasfield,218,264,Shane,6512627387,Sha7387
1843,Queens,2024-07-21,,,Absent,300,Marci Barberio,0,0,Celeste,1692783569,Cel3569
1844,Manhattan,2024-07-14,37,32,Present,360,Angelica Gonzalas,71,140,Nathalie,3646955780,Nat5780
1845,Manhattan,2024-07-14,,,Absent,360,Deeanna Abdalla,0,0,Ale,2502120906,Ale0906
1846,Manhattan,2024-07-21,37,54,Present,300,Lee Biederman,55,146,Ale,372235986,Ale5986
1847,Manhattan,2024-07-28,17.5,5,Present,100,Buena Beckmann,42,64,Christopher,2748248256,Chr8256
1848,Manhattan,2024-06-30,,,Absent,300,Laticia Alameda,0,0,Ale,419727886,Ale7886
1849,Brooklyn,2024-07-14,,,Absent,360,Gillian Schimke,0,0,Tanjila,5636281774,Tan1774
1850,Manhattan,2024-07-21,,,Absent,300,Valery Albertini,0,0,Ale,2862955450,Ale5450
1851,Brooklyn,2024-08-11,74,52,Present,720,Sherrill Clyburn,189,315,Jerbean,910836449,Jer6449
1852,Manhattan,2024-08-11,117,129,Present,720,Tasha Rakow,322,568,Thomas,2534933811,Tho3811
1853,Brooklyn,2024-05-19,23,36,Present,300,Alecia Lintner,15,74,Autumn,7396010575,Aut0575
1854,Brooklyn,2024-05-19,29,28,Present,300,Jesenia Saylors,21,78,LeeAnn,1344879995,Lee9995
1855,Brooklyn,2024-08-11,104,112,Present,720,Latoria Weisman,247,463,Annie,8451592281,Ann2281
1856,Brooklyn,2024-06-30,,,Absent,300,Tarra Arnott,0,0,Amanda,342813333,Ama3333
1857,Brooklyn,2024-07-21,,,Absent,300,Saturnina Tipping,0,0,Owen,9790025839,Owe5839
1858,Brooklyn,2024-05-19,,,Absent,360,Traci Rodriques,0,0,Seema,2812105633,See5633
1859,Manhattan,2024-08-25,16,0,Present,300,Sandy Torrence,15,31,Arthur,936885490,Art5490
1860,Manhattan,2024-08-25,42,29,Present,300,Yetta Rouse,12,83,Ettice,9364241940,Ett1940
1861,Manhattan,2024-08-04,,,Absent,198,Veronique Hu,0,0,Ettice,4270936480,Ett6480
1862,Manhattan,2024-08-04,,,Absent,198,Shavonda Lamantia,0,0,Anja,3186216546,Anj6546
1863,Brooklyn,2024-08-04,,,Absent,300,Halley Mccool,0,0,Kamollio,1751663308,Kam3308
1864,Brooklyn,2024-08-07,,,Absent,180,Lael Grantham,0,0,Dina,1034899110,Din9110
1865,Brooklyn,2024-07-21,-8,9,Present,720,Carmelita Imai,190,191,Jon,5385583846,Jon3846
1866,Manhattan,2024-07-14,,,Absent,180,Kiara Alexis,0,0,Francesco,4355522294,Fra2294
1867,Manhattan,2024-07-14,,,Absent,180,Corrine Chynoweth,0,0,Mike,1463780711,Mik0711
1868,Brooklyn,2024-07-14,-2,3,Present,144,Arden Krieger,15,16,Jeff,1665003688,Jef3688
1869,Staten Island,2024-07-07,,,Absent,300,Lizette Caines,0,0,Anna,9533059525,Ann9525
1870,Manhattan,2024-08-04,,,Present,75,Paz Leisy,62,62,Adrian,8749778674,Adr8674
1871,Brooklyn,2024-07-07,34,115,Present,720,Genia Watrous,333,482,Kat,4566573721,Kat3721
1872,Brooklyn,2024-07-07,,,Absent,720,Petrina Ver,0,0,Keithan,4415201888,Kei1888
1873,Brooklyn,2024-08-11,,,Absent,300,Alan Scroggins,0,0,Lucy,2104270879,Luc0879
1874,Manhattan,2024-07-14,-3,3,Present,180,Laurena Absher,-4,-4,Marie,2900831966,Mar1966
1875,Brooklyn,2024-07-21,,,Present,75,Geralyn Emmons,46,46,Shahar,3593310477,Sha0477
1876,Brooklyn,2024-07-14,,,Absent,180,Yoko Montana,0,0,Monica,7246412288,Mon2288
1877,Manhattan,2024-07-14,,,Absent,180,Lacey Slaugh,0,0,Ms,8523158418,Ms8418
1878,Brooklyn,2024-07-14,,,Absent,180,Yuriko Edick,0,0,Kayla,1908812307,Kay2307
1879,Brooklyn,2024-06-30,,,Absent,80,Chong Skow,0,0,Gabe And Jane,6729987604,Gab7604
1880,Brooklyn,2024-06-16,50,24,Present,300,Rhonda Thomas,40,114,Jennifer,6052700083,Jen0083
1881,Manhattan,2024-05-26,6,15,Present,360,Deadra Hollifield,30,51,Bob,5515236125,Bob6125
1882,Brooklyn,2024-06-09,9,11,Present,75,Retha Arboleda,33,53,Anna,7034069556,Ann9556
1883,Manhattan,2024-06-16,31,37,Present,300,Landon Abe,26,94,Rebecca,4236235166,Reb5166
1884,Manhattan,2024-06-16,,,Absent,300,Samella Shaughnessy,0,0,Ef,2023957887,Ef7887
1885,Brooklyn,2024-07-14,,,Absent,720,Lonna Solt,0,0,Coire,396481101,Coi1101
1886,Manhattan,2024-07-14,,,Absent,720,Ranee Mcgrew,0,0,Nick,4251572493,Nic2493
1887,Manhattan,2024-08-11,59,49,Present,300,Aundrea Glazer,45,153,Scott,2641324645,Sco4645
1888,Manhattan,2024-07-21,12,52,Present,720,Tawanna Priester,263,327,Vero,2141619063,Ver9063
1889,Brooklyn,2024-07-14,11,14,Present,75,Rosamaria Sorrels,38,63,O.,2902775375,O.5375
1890,Manhattan,2024-08-24,69,175,Present,720,Malinda Vitolo,328,572,Carol,9806341341,Car1341
1891,Brooklyn,2024-08-04,,,Absent,75,Ninfa Yokota,0,0,Jay,4047211035,Jay1035
1892,Manhattan,2024-07-07,,,Absent,300,Toby Dunmire,0,0,Jh,6714309363,Jh9363
1893,Queens,2024-07-07,,,Absent,300,Cassy Ramsdell,0,0,Manuel Alberto,3493062437,Man2437
1894,Manhattan,2024-07-14,,,Absent,720,Jena Pelosi,0,0,Nia,2005473405,Nia3405
1895,Manhattan,2024-06-23,82,60,Present,720,Leigha Towry,325,467,Jared,4218161584,Jar1584
1896,Manhattan,2024-08-04,,,Absent,75,Elijah Eder,0,0,Eileen,7543737650,Eil7650
1897,Brooklyn,2024-07-14,-8,3,Present,180,Shakira Wiltshire,2,-3,Casey,9142667777,Cas7777
1898,Queens,2024-08-11,,,Absent,720,Odis Vancleave,0,0,Antonio,7204121771,Ant1771
1899,Brooklyn,2024-07-14,4,15,Present,180,Isabell Boan,0,19,Katherine / Fran̤ois,2698686962,Kat6962
1900,Brooklyn,2024-07-14,,,Absent,180,Gertrud Cartledge,0,0,Ronny,2480256815,Ron6815
1901,Brooklyn,2024-07-14,0,-6,Present,720,Raina Kapoor,121,115,Laura,5257258083,Lau8083
1902,Manhattan,2024-08-11,77,3,Present,300,Isis Krings,34,114,David,4459069572,Dav9572
1903,Manhattan,2024-07-21,8,12,Present,300,Viola Devlin,11,31,Matt,8587193080,Mat3080
1904,Brooklyn,2024-07-21,65,29,Present,300,Viki Perone,44,138,Holly,5540716496,Hol6496
1905,Manhattan,2024-07-21,,,Absent,720,Felica Granado,0,0,Fiona,2511771006,Fio1006
1906,Manhattan,2024-07-21,,,Absent,720,Meagan Huggett,0,0,Jeffrey,6942221749,Jef1749
1907,Manhattan,2024-08-24,,,Absent,720,Mirtha Defore,0,0,Joanna,2284707242,Joa7242
1908,Brooklyn,2024-07-14,80,135,Present,720,Angelia Mcclean,301,516,Todd,8488979933,Tod9933
1909,Brooklyn,2024-07-14,,,Absent,180,Maye Rodriques,0,0,John,3498853083,Joh3083
1910,Manhattan,2024-06-09,6,7,Present,75,Kathern Leech,34,47,Joseph,3713910762,Jos0762
1911,Manhattan,2024-07-07,68,61,Present,300,Era Peele,41,170,Aaron,3986528279,Aar8279
1912,Manhattan,2024-07-14,,,Absent,180,Leeann Weatherbee,0,0,Andrew,4538761123,And1123
1913,Manhattan,2024-07-14,-8,2,Present,360,Suzann Lightford,21,15,Melanie,6368934494,Mel4494
1914,Brooklyn,2024-06-23,,,Absent,720,Imelda Pitcock,0,0,Pierre  & Amira,1309886945,Pie6945
1915,Manhattan,2024-08-11,57,53,Present,720,Matthew Neal,255,365,Lisa,8378843795,Lis3795
1916,Manhattan,2024-08-07,,,Absent,180,Leida Armes,0,0,Ashley,9643671028,Ash1028
1917,Queens,2024-08-07,,,Absent,180,Monte Finneran,0,0,Jason,4739900295,Jas0295
1918,Manhattan,2024-08-11,,,Absent,720,Janina Stepney,0,0,Roman,5963280377,Rom0377
1919,Queens,2024-08-11,,,Absent,720,Kip Seltzer,0,0,Celeste,597310934,Cel0934
1920,Manhattan,2024-08-11,15,22,Present,720,Fermina Oatis,42,79,Stav,8198639079,Sta9079
1921,Brooklyn,2024-08-11,,,Absent,720,Sebastian Rothe,0,0,Alex & Britta,6658318318,Ale8318
1922,Brooklyn,2024-07-14,,,Absent,180,Tory Torgeson,0,0,Camille,5771360384,Cam0384
1923,Manhattan,2024-07-21,,,Present,75,Amelia Stonecipher,46,46,Carolyn,3488631524,Car1524
1924,Manhattan,2024-06-16,,,Absent,300,Nichelle Freund,0,0,Felix,5774456255,Fel6255
1925,Brooklyn,2024-06-16,,,Absent,300,Theodore Krieg,0,0,Ian,7316844372,Ian4372
1926,Brooklyn,2024-06-23,89,20,Present,720,Demetrius Weiler,300,409,Lewis,668036910,Lew6910
1927,Manhattan,2024-06-23,97,43,Present,720,Debera Tharpe,266,406,Ren,4691341890,Ren1890
1928,Brooklyn,2024-07-21,86,91,Present,720,Pearlene Klemme,278,455,Clara,5680684249,Cla4249
1929,Brooklyn,2024-07-14,0,3,Present,180,Ashlee Toledo,7,10,Pam,8315117031,Pam7031
1930,Brooklyn,2024-07-14,-4,2,Present,180,Regenia Tarr,4,2,Luis Alejandro,8793001067,Lui1067
1931,Brooklyn,2024-06-16,82,58,Present,300,Donny Mosley,64,204,Maddy,8390686196,Mad6196
1932,Manhattan,2024-06-16,7,42,Present,300,Jama Meaders,11,60,Jb,3526506996,Jb6996
1933,Manhattan,2024-06-16,,,Absent,300,Neil Hammill,0,0,Dirk,450792725,Dir2725
1934,Manhattan,2024-06-23,,,Absent,300,Nena Strobel,0,0,Dee,4556966122,Dee6122
1935,Brooklyn,2024-07-07,52,61,Present,720,Brandee Verde,291,404,Oded,8979210454,Ode0454
1936,Brooklyn,2024-07-07,33,20,Present,300,Cassey Sprankle,33,86,Luca,7824310503,Luc0503
1937,Brooklyn,2024-07-14,,,Absent,180,Mariel Minton,0,0,Rohit,1355789632,Roh9632
1938,Manhattan,2024-07-21,15,14,Present,300,Kristan Bulfer,18,47,Darragh,200056214,Dar6214
1939,Manhattan,2024-07-14,,,Absent,144,Tu Harrell,0,0,Gregory,2286812369,Gre2369
1940,Queens,2024-07-14,,,Absent,720,Shavonne Neihoff,0,0,Celeste,3550585026,Cel5026
1941,Brooklyn,2024-07-21,,,Absent,720,Marline Dewar,0,0,Keturah,835659383,Ket9383
1942,Queens,2024-07-14,12,26,Present,144,Etha Nelligan,9,47,Celeste,5780291149,Cel1149
1943,Manhattan,2024-07-14,,,Absent,360,Vincenza Steffens,0,0,Stella,4753874402,Ste4402
1944,Brooklyn,2024-07-21,35,45,Present,300,Macie Canales,15,95,Bernard,5060158661,Ber8661
1945,Manhattan,2024-07-14,5,19,Present,360,Doug Mehr,17,41,Geraldine,2647844267,Ger4267
1946,Brooklyn,2024-06-23,,,Absent,720,Emelda Pfarr,0,0,Ayana,4301555917,Aya5917
1947,Brooklyn,2024-07-14,,,Absent,144,Ada Davilla,0,0,Ceci,1677173299,Cec3299
1948,Manhattan,2024-07-21,31,26,Present,300,Tawana Ardoin,31,88,Taleah,4844554445,Tal4445
1949,Brooklyn,2024-07-21,29,33,Present,300,Brooks Weitzel,5,67,Julie,8381952848,Jul2848
1950,Manhattan,2024-07-21,,,Absent,300,Marina Fragale,0,0,Zs,4980454446,Zs4446
1951,Brooklyn,2024-07-14,48,21,Present,360,Lizeth Ybarbo,96,165,Thomas,4154783031,Tho3031
1952,Brooklyn,2024-07-28,17.5,12.5,Present,100,Tonia Duda,36,66,Tara,3083443814,Tar3814
1953,Brooklyn,2024-06-23,115,58,Present,720,Keesha Irick,292,465,Brendan,2777711509,Bre1509
1954,Manhattan,2024-07-14,,,Absent,360,Donnette Geraci,0,0,Mario,484549869,Mar9869
1955,Brooklyn,2024-07-14,,,Absent,360,Dreama Needles,0,0,Julie,5688995674,Jul5674
1956,Manhattan,2024-06-30,7,17,Present,300,Denny Liechty,1,25,Tiziana,5278236606,Tiz6606
1957,Manhattan,2024-06-30,78,76,Present,300,Louann Grimm,83,237,Ari,2282294671,Ari4671
1958,Manhattan,2024-08-11,42,98,Present,720,Adele Crowther,232,372,Ks & Eli,2520257434,Ks 7434
1959,Brooklyn,2024-07-21,,,Absent,300,Ashanti Files,0,0,Hannah,4481159354,Han9354
1960,Brooklyn,2024-05-19,23,9,Present,300,Waylon Mccaster,30,62,Raymond,9432901758,Ray1758
1961,Manhattan,2024-08-11,,,Absent,720,Kaitlyn River,0,0,Sandi,8184088322,San8322
1962,Queens,2024-06-30,,,Absent,300,Loria Primeaux,0,0,Dominique,8595101343,Dom1343
1963,Manhattan,2024-06-30,13,22,Present,300,Amal Colegrove,-4,31,Eddie,1833832138,Edd2138
1964,Brooklyn,2024-07-28,64,28,Present,300,Suzette May,15,107,Cristian,6327275652,Cri5652
1965,Manhattan,2024-08-11,4,10,Present,300,Sharan Brandel,-3,11,Samuel,9351748358,Sam8358
1966,Manhattan,2024-06-23,,,Absent,720,Troy Kellen,0,0,Sunny,8549631530,Sun1530
1967,Manhattan,2024-06-30,,,Absent,300,Dana Burch,0,0,Stefan,2950551701,Ste1701
1968,Manhattan,2024-07-28,33,5,Present,300,Claude Obando,18,56,Robert,5768805032,Rob5032
1969,Manhattan,2024-07-28,,,Absent,720,Wiley Donato,0,0,Marina,4485250565,Mar0565
